"COUNTRY","PRODUCT","YEAR","ANNUAL_VALUE"
"Mexico","Solar",2015,214.499
"Mexico","Solar",2016,464
"Mexico","Solar",2017,1073.571
"Mexico","Solar",2018,1354.999999
"Mexico","Solar",2019,6972
"Mexico","Solar",2020,11242.15161
"Mexico","Solar",2021,14162.001065
"Mexico","Solar",2022,11736.14515
"Mexico","Total combustible fuels",2010,214323
"Mexico","Total combustible fuels",2011,226638.024
"Mexico","Total combustible fuels",2012,235161.714
"Mexico","Total combustible fuels",2013,237955
"Mexico","Total combustible fuels",2014,229923.999
"Mexico","Total combustible fuels",2015,241299
"Mexico","Total combustible fuels",2016,246639
"Mexico","Total combustible fuels",2017,249983
"Mexico","Total combustible fuels",2018,264299
"Mexico","Total combustible fuels",2019,254607.056999
"Mexico","Total combustible fuels",2020,250277.750095
"Mexico","Total combustible fuels",2021,248792.219416
"Mexico","Total combustible fuels",2022,251966.00982
"Mexico","Total exports",2010,1348.001
"Mexico","Total exports",2011,1293.001
"Mexico","Total exports",2012,1116.001
"Mexico","Total exports",2013,1240
"Mexico","Total exports",2014,2652.999
"Mexico","Total exports",2015,2320.001
"Mexico","Total exports",2016,1968.001
"Mexico","Total exports",2017,1804.002
"Mexico","Total exports",2018,2425.999999
"Mexico","Total exports",2019,3083.999999
"Mexico","Total exports",2020,1343.15376
"Mexico","Total exports",2021,1359.544278
"Mexico","Total exports",2022,4456.884121
"Mexico","Total imports",2010,388.391
"Mexico","Total imports",2011,596
"Mexico","Total imports",2012,2177
"Mexico","Total imports",2013,1210
"Mexico","Total imports",2014,2123.999
"Mexico","Total imports",2015,1650
"Mexico","Total imports",2016,2231.999
"Mexico","Total imports",2017,2150.999
"Mexico","Total imports",2018,3672.999999
"Mexico","Total imports",2019,3906.999999
"Mexico","Total imports",2020,1400.591271
"Mexico","Total imports",2021,1186.976713
"Mexico","Total imports",2022,7870.733247
"Mexico","Used for pumped storage",2018,0
"Mexico","Used for pumped storage",2019,0
"Mexico","Used for pumped storage",2020,0
"Mexico","Used for pumped storage",2021,0
"Mexico","Wind",2010,1236.72
"Mexico","Wind",2011,1634.28
"Mexico","Wind",2012,3667.14
"Mexico","Wind",2013,4167.888
"Mexico","Wind",2014,6351.001
"Mexico","Wind",2015,8452.944
"Mexico","Wind",2016,9934.994
"Mexico","Wind",2017,9913
"Mexico","Wind",2018,12792.000001
"Mexico","Wind",2019,16777.999999
"Mexico","Wind",2020,19766.918556
"Mexico","Wind",2021,20970.708057
"Mexico","Wind",2022,20195.544738
"Netherlands","Coal",2010,24817.376
"Netherlands","Coal",2011,23650.362
"Netherlands","Coal",2012,26182.426
"Netherlands","Coal",2013,26339.795
"Netherlands","Coal",2014,30868.991
"Netherlands","Coal",2015,40385.137
"Netherlands","Coal",2016,37914.376
"Netherlands","Coal",2017,32794.919
"Netherlands","Coal",2018,29260.44739
"Netherlands","Coal",2019,19408.891209
"Netherlands","Coal",2020,9644.674564
"Netherlands","Coal",2021,16868.101607
"Netherlands","Coal",2022,16610.421634
"Netherlands","Combustible renewables",2010,6774.434
"Netherlands","Combustible renewables",2011,6748.202
"Netherlands","Combustible renewables",2012,6905.702
"Netherlands","Combustible renewables",2013,5695.092
"Netherlands","Combustible renewables",2014,4772.986
"Netherlands","Combustible renewables",2015,4718.212
"Netherlands","Combustible renewables",2016,4712.447
"Netherlands","Combustible renewables",2017,4431.795
"Netherlands","Combustible renewables",2018,4414.770064
"Netherlands","Combustible renewables",2019,5623.790424
"Netherlands","Combustible renewables",2020,8989.647874
"Netherlands","Combustible renewables",2021,10715.528188
"Netherlands","Combustible renewables",2022,9231.0738
"Netherlands","Distribution losses",2010,5633
"Netherlands","Distribution losses",2011,5198.001
"Netherlands","Distribution losses",2012,5191.065
"Netherlands","Distribution losses",2013,5133
"Netherlands","Distribution losses",2014,4934.001
"Netherlands","Distribution losses",2015,5264.443
"Netherlands","Distribution losses",2016,5433.832
"Netherlands","Distribution losses",2017,5414.28
"Netherlands","Distribution losses",2018,5333.821999
"Netherlands","Distribution losses",2019,5058.608
"Netherlands","Distribution losses",2020,4788.568205
"Netherlands","Distribution losses",2021,4414.423298
"Netherlands","Distribution losses",2022,4817.107307
"Netherlands","Electricity supplied",2010,117600.006
"Netherlands","Electricity supplied",2011,118233.642
"Netherlands","Electricity supplied",2012,116284.202
"Netherlands","Electricity supplied",2013,115686.789
"Netherlands","Electricity supplied",2014,113441.697
"Netherlands","Electricity supplied",2015,114650.494
"Netherlands","Electricity supplied",2016,115903.367
"Netherlands","Electricity supplied",2017,116931.355
"Netherlands","Electricity supplied",2018,118662.030002
"Netherlands","Electricity supplied",2019,118426.994
"Netherlands","Electricity supplied",2020,116984.306943
"Netherlands","Electricity supplied",2021,120692.891742
"Netherlands","Electricity supplied",2022,114544.448283
"Netherlands","Electricity trade",2010,-2774.998
"Netherlands","Electricity trade",2011,-9089
"Netherlands","Electricity trade",2012,-17109.861
"Netherlands","Electricity trade",2013,-18236.999
"Netherlands","Electricity trade",2014,-14726.999
"Netherlands","Electricity trade",2015,-8748.131
"Netherlands","Electricity trade",2016,-4914.372
"Netherlands","Electricity trade",2017,-3506.215
"Netherlands","Electricity trade",2018,-7969.925002
"Netherlands","Electricity trade",2019,-855.235
"Netherlands","Electricity trade",2020,2659.157368
"Netherlands","Electricity trade",2021,-252.953
"Netherlands","Electricity trade",2022,4266.401664
"Netherlands","Final consumption",2010,111967.008
"Netherlands","Final consumption",2011,113035.642
"Netherlands","Final consumption",2012,111093.137
"Netherlands","Final consumption",2013,110553.791
"Netherlands","Final consumption",2014,108507.696
"Netherlands","Final consumption",2015,109386.05
"Netherlands","Final consumption",2016,110469.535
"Netherlands","Final consumption",2017,111517.075
"Netherlands","Final consumption",2018,113328.208
"Netherlands","Final consumption",2019,113368.386001
"Netherlands","Final consumption",2020,112195.738735
"Netherlands","Final consumption",2021,116278.468441
"Netherlands","Final consumption",2022,109727.340977
"Netherlands","Fossil fuels",2010,100144.567
"Netherlands","Fossil fuels",2011,93219.798
"Netherlands","Fossil fuels",2012,83250.778
"Netherlands","Fossil fuels",2013,82866.241
"Netherlands","Fossil fuels",2014,83434.013
"Netherlands","Fossil fuels",2015,88576.058
"Netherlands","Fossil fuels",2016,92654.299
"Netherlands","Fossil fuels",2017,92878.531
"Netherlands","Fossil fuels",2018,88551.61594
"Netherlands","Fossil fuels",2019,91330.105577
"Netherlands","Fossil fuels",2020,83011.506889
"Netherlands","Fossil fuels",2021,75362.554693
"Netherlands","Fossil fuels",2022,66695.298796
"Netherlands","Geothermal",2010,0
"Netherlands","Geothermal",2011,0
"Netherlands","Geothermal",2012,0
"Netherlands","Geothermal",2013,0
"Netherlands","Geothermal",2014,0
"Netherlands","Geothermal",2015,0
"Netherlands","Geothermal",2018,0
"Netherlands","Geothermal",2019,0
"Netherlands","Geothermal",2020,0
"Netherlands","Geothermal",2021,0
"Netherlands","Hydro",2010,105
"Netherlands","Hydro",2011,57
"Netherlands","Hydro",2012,104.389
"Netherlands","Hydro",2013,99.4
"Netherlands","Hydro",2014,105.372
"Netherlands","Hydro",2015,26.78
"Netherlands","Hydro",2016,100.078
"Netherlands","Hydro",2017,50.099
"Netherlands","Hydro",2018,72.348001
"Netherlands","Hydro",2019,74.182001
"Netherlands","Hydro",2020,46.285237
"Netherlands","Hydro",2021,83.892807
"Netherlands","Hydro",2022,52.877762
"Netherlands","Low carbon",2010,14834.441
"Netherlands","Low carbon",2011,16072.845
"Netherlands","Low carbon",2012,16070.567
"Netherlands","Low carbon",2013,14706.547
"Netherlands","Low carbon",2014,15425.684
"Netherlands","Low carbon",2015,17476.307
"Netherlands","Low carbon",2016,19674.808
"Netherlands","Low carbon",2017,22110.605
"Netherlands","Low carbon",2018,22723.42707
"Netherlands","Low carbon",2019,26837.855424
"Netherlands","Low carbon",2020,37228.159419
"Netherlands","Low carbon",2021,45539.010045
"Netherlands","Low carbon",2022,52626.650141
"Netherlands","Natural gas",2010,72463.85
"Netherlands","Natural gas",2011,66420.443
"Netherlands","Natural gas",2012,54222.939
"Netherlands","Natural gas",2013,53628.416
"Netherlands","Natural gas",2014,49057.128
"Netherlands","Natural gas",2015,45206.501
"Netherlands","Natural gas",2016,50540.533
"Netherlands","Natural gas",2017,55756.828
"Netherlands","Natural gas",2018,55524.961559
"Netherlands","Natural gas",2019,68175.211753
"Netherlands","Natural gas",2020,69465.761702
"Netherlands","Natural gas",2021,54786.394844
"Netherlands","Natural gas",2022,46081.737641
"Netherlands","Net electricity production",2010,114825.008
"Netherlands","Net electricity production",2011,109144.642
"Netherlands","Net electricity production",2012,99174.341
"Netherlands","Net electricity production",2013,97449.79
"Netherlands","Net electricity production",2014,98714.698
"Netherlands","Net electricity production",2015,105902.363
"Netherlands","Net electricity production",2016,110988.995
"Netherlands","Net electricity production",2017,113425.14
"Netherlands","Net electricity production",2018,110692.105
"Netherlands","Net electricity production",2019,117571.759
"Netherlands","Net electricity production",2020,119643.464311
"Netherlands","Net electricity production",2021,120439.938742
"Netherlands","Net electricity production",2022,118810.849947
"Netherlands","Non-renewables",2010,103896.567
"Netherlands","Non-renewables",2011,97134.799
"Netherlands","Non-renewables",2012,86991.778
"Netherlands","Non-renewables",2013,85603.241
"Netherlands","Non-renewables",2014,87307.013
"Netherlands","Non-renewables",2015,92433.058
"Netherlands","Non-renewables",2016,96404.204
"Netherlands","Non-renewables",2017,96156.195
"Netherlands","Non-renewables",2018,91947.11194
"Netherlands","Non-renewables",2019,95030.404577
"Netherlands","Non-renewables",2020,86876.430889
"Netherlands","Non-renewables",2021,78980.762685
"Netherlands","Non-renewables",2022,70625.292796
"Netherlands","Not specified",2010,153.999
"Netherlands","Not specified",2011,136.76
"Netherlands","Not specified",2012,147.002
"Netherlands","Not specified",2013,111.389
"Netherlands","Not specified",2014,132.84
"Netherlands","Not specified",2015,139.622
"Netherlands","Not specified",2016,1340.112
"Netherlands","Not specified",2017,1563.996
"Netherlands","Not specified",2018,582.938004
"Netherlands","Not specified",2019,596.202
"Netherlands","Not specified",2020,596.202
"Netherlands","Not specified",2021,461.625996
"Netherlands","Not specified",2022,511.098996
"Netherlands","Nuclear",2010,3752
"Netherlands","Nuclear",2011,3915.001
"Netherlands","Nuclear",2012,3741
"Netherlands","Nuclear",2013,2737
"Netherlands","Nuclear",2014,3873
"Netherlands","Nuclear",2015,3857
"Netherlands","Nuclear",2016,3749.905
"Netherlands","Nuclear",2017,3277.664
"Netherlands","Nuclear",2018,3395.496
"Netherlands","Nuclear",2019,3700.299
"Netherlands","Nuclear",2020,3864.924
"Netherlands","Nuclear",2021,3618.207992
"Netherlands","Nuclear",2022,3929.994
"Netherlands","Oil",2010,1205.278
"Netherlands","Oil",2011,1344.183
"Netherlands","Oil",2012,1015.164
"Netherlands","Oil",2013,1150.615
"Netherlands","Oil",2014,1814.814
"Netherlands","Oil",2015,1272.156
"Netherlands","Oil",2016,1218.378
"Netherlands","Oil",2017,1136.147
"Netherlands","Oil",2018,1246.798759
"Netherlands","Oil",2019,1364.319706
"Netherlands","Oil",2020,1161.338695
"Netherlands","Oil",2021,1485.987337
"Netherlands","Oil",2022,1555.405043
"Netherlands","Other combustible non-renewables",2010,1504.064
"Netherlands","Other combustible non-renewables",2011,1656.81
"Netherlands","Other combustible non-renewables",2012,1683.247
"Netherlands","Other combustible non-renewables",2013,1624.416
"Netherlands","Other combustible non-renewables",2014,1548.08
"Netherlands","Other combustible non-renewables",2015,1562.262
"Netherlands","Other combustible non-renewables",2016,1640.9
"Netherlands","Other combustible non-renewables",2017,1626.641
"Netherlands","Other combustible non-renewables",2018,1936.470228
"Netherlands","Other combustible non-renewables",2019,1785.480909
"Netherlands","Other combustible non-renewables",2020,2143.529928
"Netherlands","Other combustible non-renewables",2021,1760.444909
"Netherlands","Other combustible non-renewables",2022,1936.635482
"Netherlands","Other renewables",2018,0
"Netherlands","Other renewables",2019,0
"Netherlands","Other renewables",2020,0
"Netherlands","Other renewables",2021,0
"Netherlands","Other renewables aggregated",2010,6774.434
"Netherlands","Other renewables aggregated",2011,6748.202
"Netherlands","Other renewables aggregated",2012,6905.702
"Netherlands","Other renewables aggregated",2013,5695.092
"Netherlands","Other renewables aggregated",2014,4772.986
"Netherlands","Other renewables aggregated",2015,4718.212
"Netherlands","Other renewables aggregated",2016,4712.447
"Netherlands","Other renewables aggregated",2017,4431.795
"Netherlands","Other renewables aggregated",2018,4414.770064
"Netherlands","Other renewables aggregated",2019,5623.790424
"Netherlands","Other renewables aggregated",2020,8989.647874
"Netherlands","Other renewables aggregated",2021,10715.528188
"Netherlands","Other renewables aggregated",2022,9231.0738
"Netherlands","Others",2010,2863.341
"Netherlands","Others",2011,3148.993
"Netherlands","Others",2012,2845.413
"Netherlands","Others",2013,2898.03
"Netherlands","Others",2014,3507.894
"Netherlands","Others",2015,2984.42
"Netherlands","Others",2016,4199.39
"Netherlands","Others",2017,4326.784
"Netherlands","Others",2018,3766.206991
"Netherlands","Others",2019,3746.002615
"Netherlands","Others",2020,3901.070623
"Netherlands","Others",2021,3708.058242
"Netherlands","Others",2022,4003.139521
"Netherlands","Renewables",2010,10928.442
"Netherlands","Renewables",2011,12009.844
"Netherlands","Renewables",2012,12182.565
"Netherlands","Renewables",2013,11846.548
"Netherlands","Renewables",2014,11407.684
"Netherlands","Renewables",2015,13469.305
"Netherlands","Renewables",2016,14584.791
"Netherlands","Renewables",2017,17268.945
"Netherlands","Renewables",2018,18744.993066
"Netherlands","Renewables",2019,22541.354424
"Netherlands","Renewables",2020,32767.033419
"Netherlands","Renewables",2021,41459.176057
"Netherlands","Renewables",2022,48185.557145
"Netherlands","Solar",2010,48.571
"Netherlands","Solar",2011,93.261
"Netherlands","Solar",2012,182.775
"Netherlands","Solar",2013,410
"Netherlands","Solar",2014,725.161
"Netherlands","Solar",2015,1108.518
"Netherlands","Solar",2016,1601.811
"Netherlands","Solar",2017,2207.582
"Netherlands","Solar",2018,3709.364
"Netherlands","Solar",2019,5335.454999
"Netherlands","Solar",2020,8391.633011
"Netherlands","Solar",2021,12655.375897
"Netherlands","Solar",2022,17649.90149
"Netherlands","Total combustible fuels",2010,106765
"Netherlands","Total combustible fuels",2011,99820.002
"Netherlands","Total combustible fuels",2012,90009.477
"Netherlands","Total combustible fuels",2013,88438.33
"Netherlands","Total combustible fuels",2014,88062
"Netherlands","Total combustible fuels",2015,93144.269
"Netherlands","Total combustible fuels",2016,96026.634
"Netherlands","Total combustible fuels",2017,95746.33
"Netherlands","Total combustible fuels",2018,92383.448001
"Netherlands","Total combustible fuels",2019,96357.694002
"Netherlands","Total combustible fuels",2020,91404.952764
"Netherlands","Total combustible fuels",2021,85616.456886
"Netherlands","Total combustible fuels",2022,75415.273604
"Netherlands","Total exports",2010,12808.002
"Netherlands","Total exports",2011,11531
"Netherlands","Total exports",2012,15045.863
"Netherlands","Total exports",2013,15015.001
"Netherlands","Total exports",2014,18128
"Netherlands","Total exports",2015,22011.879
"Netherlands","Total exports",2016,19343.254
"Netherlands","Total exports",2017,18951.502
"Netherlands","Total exports",2018,18784.663997
"Netherlands","Total exports",2019,19547.62
"Netherlands","Total exports",2020,22432.662304
"Netherlands","Total exports",2021,20632.446
"Netherlands","Total exports",2022,22810.847
"Netherlands","Total imports",2010,15583
"Netherlands","Total imports",2011,20620
"Netherlands","Total imports",2012,32155.724
"Netherlands","Total imports",2013,33252
"Netherlands","Total imports",2014,32854.999
"Netherlands","Total imports",2015,30760.01
"Netherlands","Total imports",2016,24257.626
"Netherlands","Total imports",2017,22457.717
"Netherlands","Total imports",2018,26754.588999
"Netherlands","Total imports",2019,20402.855
"Netherlands","Total imports",2020,19773.504936
"Netherlands","Total imports",2021,20885.399
"Netherlands","Total imports",2022,18544.445336
"Netherlands","Used for pumped storage",2018,0
"Netherlands","Used for pumped storage",2019,0
"Netherlands","Used for pumped storage",2020,0
"Netherlands","Used for pumped storage",2021,0
"Netherlands","Wind",2010,3993.137
"Netherlands","Wind",2011,5100.171
"Netherlands","Wind",2012,4981.829
"Netherlands","Wind",2013,5627.146
"Netherlands","Wind",2014,5797.335
"Netherlands","Wind",2015,7549.875
"Netherlands","Wind",2016,8170.455
"Netherlands","Wind",2017,10568.809
"Netherlands","Wind",2018,10548.511001
"Netherlands","Wind",2019,11507.927
"Netherlands","Wind",2020,15339.467297
"Netherlands","Wind",2021,18004.379165
"Netherlands","Wind",2022,21251.704093
"New Zealand","Coal",2010,1928.88
"New Zealand","Coal",2011,2027.906
"New Zealand","Coal",2012,3317.491
"New Zealand","Coal",2013,2237.201
"New Zealand","Coal",2014,1831.296
"New Zealand","Coal",2015,1753.016
"New Zealand","Coal",2016,979.476
"New Zealand","Coal",2017,1133.136
"New Zealand","Coal",2018,1479.424052
"New Zealand","Coal",2019,2118.111304
"New Zealand","Coal",2020,2157.850878
"New Zealand","Coal",2021,3022.309711
"New Zealand","Coal",2022,1135.344998
"New Zealand","Combustible renewables",2010,562.361
"New Zealand","Combustible renewables",2011,566.901
"New Zealand","Combustible renewables",2012,570.614
"New Zealand","Combustible renewables",2013,536.51
"New Zealand","Combustible renewables",2014,583.457
"New Zealand","Combustible renewables",2015,592.721
"New Zealand","Combustible renewables",2016,591.656
"New Zealand","Combustible renewables",2017,565.081
"New Zealand","Combustible renewables",2018,558.475608
"New Zealand","Combustible renewables",2019,574.756779
"New Zealand","Combustible renewables",2020,732.407462
"New Zealand","Combustible renewables",2021,743.782104
"New Zealand","Combustible renewables",2022,666.155034
"New Zealand","Distribution losses",2010,3100.711
"New Zealand","Distribution losses",2011,3000.795
"New Zealand","Distribution losses",2012,3002.91
"New Zealand","Distribution losses",2013,2895.148
"New Zealand","Distribution losses",2014,2844.222
"New Zealand","Distribution losses",2015,2901.519
"New Zealand","Distribution losses",2016,2955.051
"New Zealand","Distribution losses",2017,2944.188
"New Zealand","Distribution losses",2018,2942.028003
"New Zealand","Distribution losses",2019,2801.96119
"New Zealand","Distribution losses",2020,2779.938739
"New Zealand","Distribution losses",2021,2741.484702
"New Zealand","Distribution losses",2022,2721.807799
"New Zealand","Electricity supplied",2010,43445.429
"New Zealand","Electricity supplied",2011,43062.565
"New Zealand","Electricity supplied",2012,42805.82
"New Zealand","Electricity supplied",2013,41870.855
"New Zealand","Electricity supplied",2014,42227.633
"New Zealand","Electricity supplied",2015,42895.304
"New Zealand","Electricity supplied",2016,42601.415
"New Zealand","Electricity supplied",2017,43012.211
"New Zealand","Electricity supplied",2018,43157.59313
"New Zealand","Electricity supplied",2019,43525.206017
"New Zealand","Electricity supplied",2020,43182.478999
"New Zealand","Electricity supplied",2021,43109.905685
"New Zealand","Electricity supplied",2022,42536.651155
"New Zealand","Electricity trade",2010,0
"New Zealand","Electricity trade",2011,0
"New Zealand","Electricity trade",2012,0
"New Zealand","Electricity trade",2013,0
"New Zealand","Electricity trade",2014,0
"New Zealand","Electricity trade",2015,0
"New Zealand","Electricity trade",2016,0
"New Zealand","Electricity trade",2017,0
"New Zealand","Electricity trade",2018,0
"New Zealand","Electricity trade",2019,0
"New Zealand","Electricity trade",2020,0
"New Zealand","Electricity trade",2021,0
"New Zealand","Final consumption",2010,40344.719
"New Zealand","Final consumption",2011,40061.772
"New Zealand","Final consumption",2012,39802.912
"New Zealand","Final consumption",2013,38975.704
"New Zealand","Final consumption",2014,39383.411
"New Zealand","Final consumption",2015,39993.786
"New Zealand","Final consumption",2016,39646.364
"New Zealand","Final consumption",2017,40068.023
"New Zealand","Final consumption",2018,40215.565131
"New Zealand","Final consumption",2019,40723.244828
"New Zealand","Final consumption",2020,40402.540261
"New Zealand","Final consumption",2021,40368.420986
"New Zealand","Final consumption",2022,39814.843357
"New Zealand","Fossil fuels",2010,11244.514
"New Zealand","Fossil fuels",2011,9920.693
"New Zealand","Fossil fuels",2012,11658.801
"New Zealand","Fossil fuels",2013,10424.925
"New Zealand","Fossil fuels",2014,8489.039
"New Zealand","Fossil fuels",2015,8231.044
"New Zealand","Fossil fuels",2016,6439.022
"New Zealand","Fossil fuels",2017,7799.791
"New Zealand","Fossil fuels",2018,6897.947524
"New Zealand","Fossil fuels",2019,7662.508225
"New Zealand","Fossil fuels",2020,8150.367539
"New Zealand","Fossil fuels",2021,7748.59851
"New Zealand","Fossil fuels",2022,5261.900379
"New Zealand","Geothermal",2010,5534.723
"New Zealand","Geothermal",2011,5773.677
"New Zealand","Geothermal",2012,5845.539
"New Zealand","Geothermal",2013,6072.079
"New Zealand","Geothermal",2014,6872.852
"New Zealand","Geothermal",2015,7410.472
"New Zealand","Geothermal",2016,7543.772
"New Zealand","Geothermal",2017,7577.978
"New Zealand","Geothermal",2018,7524.884002
"New Zealand","Geothermal",2019,7585.764
"New Zealand","Geothermal",2020,7833.569999
"New Zealand","Geothermal",2021,7820.066001
"New Zealand","Geothermal",2022,7678.018627
"New Zealand","Hydro",2010,24479.241
"New Zealand","Hydro",2011,24859.561
"New Zealand","Hydro",2012,22667.69
"New Zealand","Hydro",2013,22798.782
"New Zealand","Hydro",2014,24074.878
"New Zealand","Hydro",2015,24284.644
"New Zealand","Hydro",2016,25663.285
"New Zealand","Hydro",2017,24927.774
"New Zealand","Hydro",2018,26029.744958
"New Zealand","Hydro",2019,25342.665615
"New Zealand","Hydro",2020,24025.512
"New Zealand","Hydro",2021,23980.984999
"New Zealand","Hydro",2022,25845.394771
"New Zealand","Low carbon",2010,32258.075
"New Zealand","Low carbon",2011,33188.141
"New Zealand","Low carbon",2012,31182.361
"New Zealand","Low carbon",2013,31490.169
"New Zealand","Low carbon",2014,33785.978
"New Zealand","Low carbon",2015,34713.262
"New Zealand","Low carbon",2016,36213.369
"New Zealand","Low carbon",2017,35258.896
"New Zealand","Low carbon",2018,36308.989609
"New Zealand","Low carbon",2019,35908.140801
"New Zealand","Low carbon",2020,35071.692463
"New Zealand","Low carbon",2021,35399.535184
"New Zealand","Low carbon",2022,37312.978807
"New Zealand","Natural gas",2010,9256.436
"New Zealand","Natural gas",2011,7844.433
"New Zealand","Natural gas",2012,8302.541
"New Zealand","Natural gas",2013,8140.083
"New Zealand","Natural gas",2014,6607.214
"New Zealand","Natural gas",2015,6427.574
"New Zealand","Natural gas",2016,5405.459
"New Zealand","Natural gas",2017,6614.672
"New Zealand","Natural gas",2018,5358.276671
"New Zealand","Natural gas",2019,5495.028683
"New Zealand","Natural gas",2020,5935.608567
"New Zealand","Natural gas",2021,4662.957062
"New Zealand","Natural gas",2022,4083.556622
"New Zealand","Net electricity production",2010,43445.429
"New Zealand","Net electricity production",2011,43062.565
"New Zealand","Net electricity production",2012,42805.82
"New Zealand","Net electricity production",2013,41870.855
"New Zealand","Net electricity production",2014,42227.633
"New Zealand","Net electricity production",2015,42895.304
"New Zealand","Net electricity production",2016,42601.415
"New Zealand","Net electricity production",2017,43012.211
"New Zealand","Net electricity production",2018,43157.59313
"New Zealand","Net electricity production",2019,43525.206017
"New Zealand","Net electricity production",2020,43182.478999
"New Zealand","Net electricity production",2021,43109.905685
"New Zealand","Net electricity production",2022,42536.651155
"New Zealand","Non-renewables",2010,11244.514
"New Zealand","Non-renewables",2011,9920.693
"New Zealand","Non-renewables",2012,11658.801
"New Zealand","Non-renewables",2013,10424.925
"New Zealand","Non-renewables",2014,8489.039
"New Zealand","Non-renewables",2015,8231.044
"New Zealand","Non-renewables",2016,6439.022
"New Zealand","Non-renewables",2017,7799.791
"New Zealand","Non-renewables",2018,6897.947524
"New Zealand","Non-renewables",2019,7662.508225
"New Zealand","Non-renewables",2020,8150.367539
"New Zealand","Non-renewables",2021,7748.59851
"New Zealand","Non-renewables",2022,5261.900379
"New Zealand","Not specified",2010,57.156
"New Zealand","Not specified",2011,46.272
"New Zealand","Not specified",2012,35.34
"New Zealand","Not specified",2013,44.244
"New Zealand","Not specified",2014,47.388
"New Zealand","Not specified",2015,49.008
"New Zealand","Not specified",2016,50.976
"New Zealand","Not specified",2017,46.476
"New Zealand","Not specified",2018,49.344
"New Zealand","Not specified",2019,45.443004
"New Zealand","Not specified",2020,39.581004
"New Zealand","Not specified",2021,38.228004
"New Zealand","Not specified",2022,38.228004
"New Zealand","Nuclear",2018,0
"New Zealand","Nuclear",2019,0
"New Zealand","Nuclear",2020,0
"New Zealand","Nuclear",2021,0
"New Zealand","Oil",2010,2.042
"New Zealand","Oil",2011,2.082
"New Zealand","Oil",2012,3.429
"New Zealand","Oil",2013,3.397
"New Zealand","Oil",2014,3.141
"New Zealand","Oil",2015,1.446
"New Zealand","Oil",2016,3.111
"New Zealand","Oil",2017,5.507
"New Zealand","Oil",2018,10.902801
"New Zealand","Oil",2019,3.925234
"New Zealand","Oil",2020,17.32709
"New Zealand","Oil",2021,25.103733
"New Zealand","Oil",2022,4.770755
"New Zealand","Other combustible non-renewables",2010,0
"New Zealand","Other combustible non-renewables",2011,0
"New Zealand","Other combustible non-renewables",2012,0
"New Zealand","Other combustible non-renewables",2013,0
"New Zealand","Other combustible non-renewables",2014,0
"New Zealand","Other combustible non-renewables",2016,0
"New Zealand","Other combustible non-renewables",2017,0
"New Zealand","Other combustible non-renewables",2018,0
"New Zealand","Other combustible non-renewables",2019,0
"New Zealand","Other combustible non-renewables",2020,0
"New Zealand","Other combustible non-renewables",2021,0
"New Zealand","Other combustible non-renewables",2022,0
"New Zealand","Other renewables",2018,0
"New Zealand","Other renewables",2019,0
"New Zealand","Other renewables",2020,0
"New Zealand","Other renewables",2021,0
"New Zealand","Other renewables aggregated",2010,6097.084
"New Zealand","Other renewables aggregated",2011,6340.578
"New Zealand","Other renewables aggregated",2012,6416.153
"New Zealand","Other renewables aggregated",2013,6638.649
"New Zealand","Other renewables aggregated",2014,7456.309
"New Zealand","Other renewables aggregated",2015,8003.193
"New Zealand","Other renewables aggregated",2016,8135.428
"New Zealand","Other renewables aggregated",2017,8143.059
"New Zealand","Other renewables aggregated",2018,8083.35961
"New Zealand","Other renewables aggregated",2019,8160.520779
"New Zealand","Other renewables aggregated",2020,8565.977461
"New Zealand","Other renewables aggregated",2021,8563.848105
"New Zealand","Other renewables aggregated",2022,8344.173661
"New Zealand","Others",2010,54.408
"New Zealand","Others",2011,48.354
"New Zealand","Others",2012,32.839
"New Zealand","Others",2013,38.571
"New Zealand","Others",2014,46.449
"New Zealand","Others",2015,50.454
"New Zealand","Others",2016,54.087
"New Zealand","Others",2017,51.983
"New Zealand","Others",2018,60.246801
"New Zealand","Others",2019,49.368238
"New Zealand","Others",2020,56.908094
"New Zealand","Others",2021,63.331737
"New Zealand","Others",2022,42.998759
"New Zealand","Renewables",2010,32200.919
"New Zealand","Renewables",2011,33141.869
"New Zealand","Renewables",2012,31147.021
"New Zealand","Renewables",2013,31445.925
"New Zealand","Renewables",2014,33738.59
"New Zealand","Renewables",2015,34664.254
"New Zealand","Renewables",2016,36162.393
"New Zealand","Renewables",2017,35212.42
"New Zealand","Renewables",2018,36259.645609
"New Zealand","Renewables",2019,35862.697797
"New Zealand","Renewables",2020,35032.111459
"New Zealand","Renewables",2021,35361.30718
"New Zealand","Renewables",2022,37274.750803
"New Zealand","Solar",2010,3.79
"New Zealand","Solar",2011,4.083
"New Zealand","Solar",2012,4.775
"New Zealand","Solar",2013,6.842
"New Zealand","Solar",2014,14.084
"New Zealand","Solar",2015,33.499
"New Zealand","Solar",2016,56.295
"New Zealand","Solar",2017,57.847
"New Zealand","Solar",2018,99.359001
"New Zealand","Solar",2019,126.400274
"New Zealand","Solar",2020,158.873
"New Zealand","Solar",2021,200.801077
"New Zealand","Solar",2022,200.801049
"New Zealand","Total combustible fuels",2010,11749.716
"New Zealand","Total combustible fuels",2011,10441.322
"New Zealand","Total combustible fuels",2012,12194.074
"New Zealand","Total combustible fuels",2013,10947.254
"New Zealand","Total combustible fuels",2014,9025.108
